nr_runs	nr_files	mFDR	IP/PPs	target_PSM	decoy_PSM	FP_PSM	TP_PSM	target_pepID	decoy_pepID	FP_pepID	FP_pepID_stdev	TP_pepID	pepFDR	target_protID	decoy_protID	FP_protID	FP_protID_stdev	TP_protID	protFDR	target_protIDs	decoy_protIDs	FP_protIDs	TP_protIDs	protFDRs	target_protIDns	decoy_protIDns	FP_protIDns	TP_protIDns	protFDRns
19	1	0.0378	0.000312555	187680	7094	7094	180586	7517	2285	2283	1.46379303	5234	0.30369245	2328	1889	1840	7.59701901	488	0.79049815	1180	1105	1077	103	0.91228839	1148	784	764	384	0.66531306
19	1	0.038	0.000309049	187701	7132	7132	180569	7526	2302	2300	1.46811016	5226	0.30558644	2334	1902	1854	7.51724907	480	0.79450359	1182	1114	1086	96	0.91886967	1152	788	768	384	0.66689881
19	1	0.0382	0.000304881	187751	7172	7172	180579	7550	2326	2324	1.47574971	5226	0.30779086	2351	1917	1868	7.59314678	483	0.79474991	1190	1121	1093	97	0.91816272	1161	796	776	385	0.66825444
19	1	0.0384	0.000301862	187791	7211	7211	180580	7564	2341	2339	1.48036294	5225	0.30920246	2360	1930	1882	7.52944786	478	0.79753440	1192	1130	1102	90	0.92449871	1168	800	780	388	0.66796124
19	1	0.0386	0.000298065	187834	7250	7250	180584	7587	2364	2362	1.48762347	5225	0.31129377	2377	1949	1901	7.55909655	476	0.79968528	1204	1144	1116	88	0.92669321	1173	805	785	388	0.66932079
19	1	0.0388	0.00029518	187855	7288	7288	180567	7594	2385	2383	1.49222027	5211	0.31377036	2384	1962	1914	7.51487968	470	0.80305644	1206	1150	1122	84	0.93047315	1178	812	792	386	0.67261114
19	1	0.039	0.000291399	187893	7327	7327	180566	7615	2406	2404	1.49878104	5211	0.31566021	2401	1978	1929	7.69741371	472	0.80322154	1217	1159	1130	87	0.92852602	1184	819	799	385	0.67442463
19	1	0.0392	0.000287566	187944	7367	7367	180577	7640	2424	2422	1.50539119	5218	0.31698071	2420	1989	1938	7.81422672	482	0.80082275	1229	1162	1132	97	0.92123670	1191	827	806	385	0.67656688
19	1	0.0394	0.000283978	187988	7406	7406	180582	7659	2447	2445	1.51194306	5214	0.31919479	2435	2007	1958	7.65337176	477	0.80402773	1235	1175	1146	89	0.92809734	1200	832	812	388	0.67633942
19	1	0.0396	0.000279947	188042	7446	7446	180596	7682	2467	2465	1.51855105	5217	0.32084000	2452	2020	1968	7.92519708	484	0.80254041	1238	1179	1149	89	0.92774616	1214	841	819	395	0.67485942
19	1	0.0398	0.000274925	188100	7486	7486	180614	7713	2488	2486	1.52646610	5227	0.32227003	2479	2036	1982	8.08244225	497	0.79940576	1258	1191	1159	99	0.92150384	1221	845	822	399	0.67360774
19	1	0.04	0.000271197	188159	7526	7526	180633	7743	2507	2505	1.53389905	5238	0.32347230	2504	2053	1996	8.34928628	508	0.79694157	1271	1203	1169	102	0.92000870	1233	850	826	407	0.67008162
19	1	0.0402	0.000268224	188204	7565	7565	180639	7763	2528	2526	1.54016891	5237	0.32534159	2518	2070	2013	8.28614935	505	0.79959244	1274	1212	1179	95	0.92530999	1244	858	835	409	0.67084312
19	1	0.0404	0.000263855	188264	7605	7605	180659	7797	2549	2547	1.54847547	5250	0.32661294	2544	2086	2026	8.57282917	518	0.79627604	1290	1220	1185	105	0.91840994	1254	866	841	413	0.67063592
19	1	0.0406	0.000260542	188310	7645	7645	180665	7818	2568	2566	1.55453694	5252	0.32816350	2562	2096	2035	8.59562293	527	0.79438767	1301	1222	1187	114	0.91204076	1261	874	849	412	0.67300251
19	1	0.0408	0.000257033	188360	7685	7685	180675	7844	2587	2585	1.56132113	5259	0.32949530	2578	2112	2051	8.61761026	527	0.79556899	1307	1234	1198	109	0.91686716	1271	878	853	418	0.67083515
19	1	0.041	0.000253897	188404	7724	7724	180680	7866	2604	2602	1.56719138	5264	0.33073261	2593	2123	2061	8.68571949	532	0.79484288	1313	1237	1201	112	0.91461598	1280	886	860	420	0.67198188
19	1	0.0412	0.000250852	188450	7764	7764	180686	7888	2630	2628	1.57440514	5260	0.33310346	2607	2145	2085	8.56782394	522	0.79962350	1318	1253	1218	100	0.92392123	1289	892	867	422	0.67252932
19	1	0.0414	0.00024787	188499	7803	7803	180696	7916	2647	2644	1.58113959	5272	0.33407009	2629	2159	2098	8.62266210	531	0.79800259	1334	1259	1223	111	0.91709040	1295	900	875	420	0.67532836
19	1	0.0416	0.000244551	188550	7843	7843	180707	7943	2665	2662	1.58786444	5281	0.33519797	2650	2169	2106	8.72718581	544	0.79490482	1347	1260	1224	123	0.90845705	1303	909	883	420	0.67751812
19	1	0.0418	0.000241422	188582	7882	7882	180700	7959	2689	2686	1.59379725	5273	0.33753721	2664	2189	2126	8.75096890	538	0.79817874	1358	1275	1239	119	0.91200880	1306	914	888	418	0.67981639
19	1	0.042	0.000237895	188634	7922	7922	180712	7983	2710	2707	1.60046946	5276	0.33915036	2679	2206	2144	8.72673091	535	0.80018355	1365	1289	1253	112	0.91765005	1314	917	891	423	0.67815786
19	1	0.0422	0.000235922	188672	7961	7961	180711	8002	2733	2730	1.60664435	5272	0.34121689	2695	2221	2158	8.81066520	537	0.80062743	1377	1297	1260	117	0.91505397	1318	924	898	420	0.68107860
19	1	0.0424	0.000233448	188716	8001	8001	180715	8022	2759	2756	1.61335774	5266	0.34360458	2710	2239	2175	8.89145572	535	0.80247397	1383	1307	1269	114	0.91790886	1327	932	905	422	0.68216769
19	1	0.0426	0.000231405	188750	8040	8040	180710	8036	2778	2775	1.61814063	5261	0.34536840	2721	2254	2191	8.82779193	530	0.80508179	1390	1320	1283	107	0.92294063	1331	934	908	423	0.68199855
19	1	0.0428	0.000228705	188800	8080	8080	180720	8063	2799	2796	1.62517673	5267	0.34681355	2742	2266	2200	9.05614175	542	0.80217559	1405	1326	1287	118	0.91610275	1337	940	912	425	0.68245408
19	1	0.043	0.000225733	188849	8120	8120	180729	8087	2819	2816	1.63159737	5271	0.34825482	2760	2279	2210	9.21561708	550	0.80089610	1413	1332	1292	121	0.91433006	1347	947	919	428	0.68190413
19	1	0.0432	0.000223078	188905	8160	8160	180745	8116	2838	2835	1.63864348	5281	0.34934865	2782	2294	2223	9.38284000	559	0.79909514	1430	1337	1296	134	0.90606128	1352	957	927	425	0.68595787
19	1	0.0434	0.000220339	188955	8200	8200	180755	8140	2861	2858	1.64543258	5282	0.35114145	2796	2308	2237	9.40280951	559	0.80001827	1436	1342	1301	135	0.90573123	1360	966	936	424	0.68839782
19	1	0.0436	0.000218077	188992	8239	8239	180753	8154	2877	2874	1.64971965	5280	0.35249905	2806	2321	2249	9.49960131	557	0.80141718	1441	1350	1308	133	0.90769713	1365	971	941	424	0.68921981
19	1	0.0438	0.000215623	189035	8279	8279	180756	8179	2901	2898	1.65675026	5281	0.35435310	2826	2338	2264	9.60963556	562	0.80122265	1458	1358	1315	143	0.90203443	1368	980	949	419	0.69377852
19	1	0.044	0.000213476	189064	8318	8318	180746	8191	2923	2920	1.66145262	5271	0.35651794	2835	2354	2281	9.53344740	554	0.80474949	1462	1367	1325	137	0.90620918	1373	987	957	416	0.69671303
19	1	0.0442	0.000211363	189107	8358	8358	180749	8210	2945	2942	1.66722556	5268	0.35837018	2846	2371	2298	9.60254536	548	0.80738786	1468	1374	1332	136	0.90708134	1378	997	966	412	0.70118319
19	1	0.0444	0.0002092	189136	8397	8397	180739	8229	2969	2966	1.67321827	5263	0.36045682	2859	2388	2316	9.53523067	543	0.81004983	1475	1386	1344	131	0.91130295	1384	1002	972	412	0.70213916
19	1	0.0446	0.000206903	189175	8437	8437	180738	8251	2986	2983	1.67880326	5268	0.36155381	2872	2399	2327	9.53839896	545	0.81019040	1482	1395	1353	129	0.91299265	1390	1004	974	416	0.70058396
19	1	0.0448	0.00020471	189210	8476	8476	180734	8268	3009	3006	1.68430395	5262	0.36358998	2882	2417	2346	9.49169399	536	0.81389500	1487	1408	1366	121	0.91891934	1395	1009	979	416	0.70194432
19	1	0.045	0.000202971	189246	8516	8516	180730	8292	3029	3026	1.69054010	5266	0.36494705	2898	2433	2361	9.53395916	537	0.81470927	1496	1419	1377	119	0.92047020	1402	1014	984	418	0.70185738
19	1	0.0452	0.000201184	189281	8555	8555	180726	8311	3050	3047	1.69607461	5264	0.36663725	2913	2447	2375	9.54811763	538	0.81521871	1505	1424	1382	123	0.91823563	1408	1023	993	415	0.70510474
19	1	0.0454	0.00019955	189312	8594	8594	180718	8324	3073	3070	1.70084772	5254	0.36882580	2923	2461	2389	9.54712184	534	0.81724843	1512	1427	1385	127	0.91610126	1411	1034	1004	407	0.71131968
19	1	0.0456	0.000197279	189352	8634	8634	180718	8347	3094	3091	1.70698042	5256	0.37032288	2940	2473	2398	9.79366220	542	0.81552486	1525	1431	1387	138	0.90976706	1415	1042	1010	405	0.71395641
19	1	0.0458	0.00019598	189376	8673	8673	180703	8356	3109	3106	1.71014142	5250	0.37171784	2946	2483	2409	9.72613421	537	0.81759119	1527	1433	1390	137	0.91033110	1419	1050	1019	400	0.71779285
19	1	0.046	0.000194362	189410	8712	8712	180698	8372	3124	3121	1.71442969	5251	0.37279737	2957	2491	2416	9.74173274	541	0.81715124	1533	1437	1394	139	0.90927375	1424	1054	1022	402	0.71797722
19	1	0.0462	0.000192087	189452	8752	8752	180700	8393	3144	3141	1.72007870	5252	0.37424523	2972	2506	2433	9.60413644	539	0.81860771	1540	1448	1406	134	0.91283317	1432	1058	1027	405	0.71727587
19	1	0.0464	0.000189735	189496	8792	8792	180704	8416	3163	3160	1.72593069	5256	0.37547767	2990	2520	2445	9.70086385	545	0.81789008	1551	1457	1414	137	0.91161895	1439	1063	1032	407	0.71686613
19	1	0.0466	0.000187467	189539	8831	8831	180708	8434	3184	3181	1.73116319	5253	0.37716409	3003	2538	2463	9.79853677	540	0.82003046	1556	1467	1423	133	0.91477486	1447	1071	1039	408	0.71814913
19	1	0.0468	0.000186069	189572	8871	8871	180701	8456	3205	3202	1.73703449	5254	0.37866386	3020	2553	2476	9.92738338	544	0.81979318	1569	1476	1431	138	0.91227094	1451	1077	1044	407	0.71979482
19	1	0.047	0.000184327	189601	8911	8911	180690	8473	3228	3225	1.74226815	5248	0.38061648	3034	2572	2495	9.96322385	539	0.82219010	1582	1488	1443	139	0.91224882	1452	1084	1051	401	0.72406828
19	1	0.0472	0.000182511	189635	8950	8950	180685	8490	3242	3239	1.74654531	5251	0.38150159	3049	2577	2496	10.17526821	553	0.81877426	1592	1484	1438	154	0.90302136	1457	1093	1059	398	0.72672115
19	1	0.0474	0.000180415	189694	8991	8991	180703	8521	3265	3262	1.75407082	5259	0.38280978	3072	2598	2517	10.20403939	555	0.81933429	1606	1501	1454	152	0.90547892	1466	1097	1063	403	0.72496302
19	1	0.0476	0.000177917	189749	9031	9031	180718	8545	3286	3283	1.76021093	5262	0.38418965	3087	2613	2530	10.33108209	557	0.81964406	1614	1510	1462	152	0.90593270	1473	1103	1068	405	0.72509562
19	1	0.0478	0.00017633	189801	9072	9072	180729	8570	3309	3306	1.76670313	5264	0.38575002	3107	2629	2546	10.35316597	561	0.81934852	1625	1519	1471	154	0.90515666	1482	1110	1075	407	0.72526065
19	1	0.048	0.000174338	189845	9112	9112	180733	8593	3326	3323	1.77224952	5270	0.38669359	3124	2640	2553	10.61605992	571	0.81722456	1632	1521	1471	161	0.90127550	1492	1119	1082	410	0.72528679
19	1	0.0482	0.000172569	189891	9152	9152	180739	8620	3345	3342	1.77865814	5278	0.38768391	3142	2655	2568	10.63808497	574	0.81720562	1645	1529	1479	166	0.89890663	1497	1126	1089	408	0.72742729
19	1	0.0484	0.000170749	189935	9192	9192	180743	8640	3367	3364	1.78416675	5276	0.38933052	3158	2666	2578	10.71021065	580	0.81618384	1654	1534	1483	171	0.89666419	1504	1132	1094	410	0.72767685
19	1	0.0486	0.000168671	189982	9233	9233	180749	8659	3389	3386	1.78948451	5273	0.39101474	3171	2682	2594	10.66113704	577	0.81811313	1656	1544	1493	163	0.90185723	1515	1138	1101	414	0.72657501
19	1	0.0488	0.000167217	190018	9272	9272	180746	8674	3414	3411	1.79437783	5263	0.39321872	3180	2701	2616	10.47214604	564	0.82269213	1658	1556	1507	151	0.90900222	1522	1145	1109	413	0.72866970
19	1	0.049	0.00016604	190044	9312	9312	180732	8688	3430	3427	1.79824124	5261	0.39442510	3188	2711	2626	10.49339056	562	0.82372990	1659	1555	1506	153	0.90794101	1529	1156	1120	409	0.73235892
19	1	0.0492	0.000164134	190085	9352	9352	180733	8716	3445	3442	1.80439778	5274	0.39487644	3206	2724	2637	10.66119609	569	0.82239438	1673	1564	1514	159	0.90485159	1533	1160	1123	410	0.73240682
19	1	0.0494	0.000162406	190122	9391	9391	180731	8741	3465	3462	1.81049153	5279	0.39603261	3223	2739	2650	10.77685665	573	0.82215064	1685	1579	1528	157	0.90657115	1538	1160	1122	416	0.72966132
19	1	0.0496	0.000160475	190173	9432	9432	180741	8767	3485	3482	1.81674658	5285	0.39713680	3240	2756	2665	10.92909801	575	0.82243275	1694	1593	1540	154	0.90921912	1546	1163	1124	422	0.72733823
19	1	0.0498	0.00015886	190217	9472	9472	180745	8786	3503	3500	1.82161037	5286	0.39832468	3254	2769	2676	11.02918847	578	0.82246527	1699	1599	1545	154	0.90963518	1555	1170	1131	424	0.72722304
19	1	0.05	0.000156845	190257	9512	9512	180745	8810	3522	3519	1.82741321	5291	0.39939381	3268	2782	2689	11.04092474	579	0.82283843	1711	1604	1550	161	0.90613696	1557	1178	1139	418	0.73130100
19	1	0.0502	0.000154695	190302	9553	9553	180749	8836	3546	3543	1.83398314	5293	0.40093203	3285	2800	2706	11.12276502	579	0.82365441	1717	1616	1562	155	0.90948058	1568	1184	1144	424	0.72967256
19	1	0.0504	0.000153319	190336	9592	9592	180744	8852	3568	3565	1.83862836	5287	0.40269074	3296	2811	2718	11.05395282	578	0.82454987	1725	1619	1565	160	0.90740472	1571	1192	1152	419	0.73357302
19	1	0.0506	0.000151437	190389	9633	9633	180756	8884	3593	3590	1.84628711	5294	0.40405112	3320	2827	2730	11.30432800	590	0.82229617	1744	1628	1572	172	0.90146415	1576	1199	1158	418	0.73468896
19	1	0.0508	0.000150148	190434	9674	9674	180760	8908	3618	3615	1.85253260	5293	0.40576640	3339	2843	2742	11.55589542	597	0.82129114	1756	1639	1581	175	0.90030806	1583	1204	1161	422	0.73363876
19	1	0.051	0.00014859	190471	9713	9713	180758	8928	3635	3632	1.85741128	5296	0.40675952	3350	2856	2757	11.45047042	593	0.82298558	1760	1643	1586	174	0.90116377	1590	1213	1171	419	0.73644871
19	1	0.0512	0.000147166	190513	9753	9753	180760	8941	3658	3655	1.86152699	5286	0.40873881	3356	2868	2771	11.33923798	585	0.82569375	1758	1646	1590	168	0.90463370	1598	1222	1181	417	0.73884992
19	1	0.0514	0.000145593	190558	9794	9794	180764	8967	3682	3679	1.86798483	5288	0.41022746	3375	2883	2784	11.47927660	591	0.82487065	1771	1653	1596	175	0.90129980	1604	1230	1188	416	0.74048409
19	1	0.0516	0.000144526	190592	9834	9834	180758	8983	3703	3699	1.87242591	5284	0.41183269	3387	2900	2800	11.56918050	587	0.82670919	1779	1662	1605	174	0.90203842	1608	1238	1195	413	0.74336920
19	1	0.0518	0.000142599	190641	9875	9875	180766	9004	3726	3722	1.87788428	5282	0.41342432	3399	2918	2821	11.41511271	578	0.82985794	1778	1675	1619	159	0.91065251	1621	1243	1202	419	0.74123812
19	1	0.052	0.000140868	190690	9915	9915	180775	9026	3742	3738	1.88298547	5288	0.41418717	3414	2928	2828	11.61626969	586	0.82825848	1782	1676	1619	163	0.90829025	1632	1252	1209	423	0.74087086
19	1	0.0522	0.000139412	190726	9955	9955	180771	9038	3764	3760	1.88673421	5278	0.41606985	3425	2941	2839	11.72585365	586	0.82896176	1788	1679	1621	167	0.90653219	1637	1262	1218	419	0.74423609
19	1	0.0524	0.000137862	190783	9996	9996	180787	9063	3786	3782	1.89278497	5281	0.41734706	3442	2958	2855	11.82822526	587	0.82938501	1794	1689	1630	164	0.90860702	1648	1269	1225	423	0.74314454
19	1	0.0526	0.00013611	190846	10038	10038	180808	9096	3809	3805	1.90032942	5291	0.41835838	3465	2974	2869	11.94297712	596	0.82790448	1808	1698	1638	170	0.90590314	1657	1276	1231	426	0.74279791
19	1	0.0528	0.000135126	190879	10078	10078	180801	9114	3831	3827	1.90509672	5287	0.41994400	3476	2985	2880	11.91637527	596	0.82856244	1814	1699	1639	175	0.90368437	1662	1286	1241	421	0.74657016
19	1	0.053	0.000133748	190912	10118	10118	180794	9128	3853	3849	1.90912108	5279	0.42170841	3486	3001	2897	11.87595885	589	0.83104146	1818	1709	1650	168	0.90746997	1668	1292	1247	421	0.74773989
19	1	0.0532	0.000132435	190969	10159	10159	180810	9158	3876	3872	1.91608725	5286	0.42283552	3502	3015	2910	11.89439644	592	0.83109542	1820	1713	1654	166	0.90858527	1682	1302	1257	425	0.74724791
19	1	0.0534	0.000131192	191014	10200	10200	180814	9176	3898	3894	1.92079806	5282	0.42440166	3512	3028	2925	11.80949867	587	0.83282914	1818	1720	1661	157	0.91387988	1694	1308	1263	431	0.74584552
19	1	0.0536	0.000130268	191040	10239	10239	180801	9188	3915	3911	1.92407690	5277	0.42569624	3519	3041	2939	11.76468517	580	0.83509982	1819	1730	1672	147	0.91908280	1700	1311	1267	433	0.74523803
19	1	0.0538	0.000129087	191069	10279	10279	180790	9201	3937	3933	1.92783756	5268	0.42748425	3530	3058	2957	11.66612260	573	0.83776323	1826	1740	1683	143	0.92152473	1704	1318	1275	429	0.74800473
19	1	0.054	0.000127773	191111	10319	10319	180792	9227	3960	3956	1.93401880	5271	0.42876977	3545	3073	2968	11.94008368	577	0.83736507	1832	1743	1684	148	0.91905275	1713	1330	1285	428	0.75000265
19	1	0.0542	0.000126594	191151	10360	10360	180791	9248	3981	3977	1.93914740	5271	0.43006475	3558	3089	2986	11.82990972	572	0.83924947	1836	1755	1697	139	0.92402465	1722	1334	1290	432	0.74886200
19	1	0.0544	0.000125375	191186	10400	10400	180786	9263	4001	3997	1.94309737	5266	0.43152580	3566	3101	2998	11.79867774	568	0.84084187	1834	1760	1702	132	0.92791295	1732	1341	1297	435	0.74864304
19	1	0.0546	0.000124304	191221	10440	10440	180781	9283	4022	4018	1.94801246	5265	0.43285623	3580	3115	3014	11.67833267	566	0.84194290	1844	1766	1709	135	0.92669623	1736	1349	1305	431	0.75191690
19	1	0.0548	0.000122769	191258	10480	10480	180778	9300	4037	4033	1.95201739	5267	0.43367621	3591	3127	3027	11.59367953	564	0.84307322	1848	1775	1719	129	0.92992775	1743	1352	1309	434	0.75098649
19	1	0.055	0.000121178	191332	10523	10523	180809	9336	4064	4060	1.96021565	5276	0.43489254	3616	3146	3043	11.83936744	573	0.84146536	1860	1787	1728	132	0.92921787	1756	1359	1314	442	0.74851566
19	1	0.0552	0.000120019	191369	10563	10563	180806	9358	4080	4076	1.96519225	5282	0.43557781	3632	3159	3056	11.84223922	576	0.84130143	1870	1795	1736	134	0.92847602	1762	1364	1319	443	0.74878357
19	1	0.0554	0.000119209	191398	10603	10603	180795	9372	4101	4097	1.96894517	5275	0.43716629	3641	3175	3075	11.63612213	566	0.84447973	1874	1809	1752	122	0.93483543	1767	1366	1323	444	0.74865259
19	1	0.0556	0.000118165	191436	10643	10643	180793	9388	4118	4114	1.97284098	5274	0.43823041	3651	3187	3087	11.62514487	564	0.84553550	1882	1812	1755	127	0.93261026	1769	1375	1332	437	0.75289859
19	1	0.0558	0.000116973	191471	10683	10683	180788	9403	4143	4139	1.97695304	5264	0.44018833	3659	3205	3112	11.10543575	547	0.85061924	1882	1825	1772	110	0.94170056	1777	1380	1340	437	0.75415608
19	1	0.056	0.000116011	191505	10724	10724	180781	9417	4167	4163	1.98079602	5254	0.44208088	3669	3220	3129	11.00426577	540	0.85284911	1889	1831	1779	110	0.94193390	1780	1389	1350	430	0.75830913
19	1	0.0562	0.0001151	191540	10764	10764	180776	9435	4185	4181	1.98507599	5254	0.44314348	3681	3234	3142	11.14597976	539	0.85349002	1897	1842	1789	108	0.94329285	1784	1392	1352	432	0.75799900
19	1	0.0564	0.000113952	191587	10805	10805	180782	9458	4208	4204	1.99053153	5254	0.44449535	3697	3249	3157	11.14720651	540	0.85380362	1903	1852	1799	104	0.94549650	1794	1397	1357	437	0.75653965
19	1	0.0566	0.000112855	191624	10845	10845	180779	9478	4231	4227	1.99540254	5251	0.44598203	3709	3264	3170	11.31625777	539	0.85457286	1910	1860	1806	104	0.94566074	1799	1404	1363	436	0.75786478
19	1	0.0568	0.000111961	191664	10886	10886	180778	9498	4254	4250	2.00025558	5248	0.44746244	3723	3279	3185	11.30678652	538	0.85546327	1917	1869	1815	102	0.94697862	1806	1410	1370	436	0.75832322
19	1	0.057	0.000110768	191719	10927	10927	180792	9525	4274	4270	2.00629552	5255	0.44829124	3740	3293	3198	11.33412047	542	0.85514890	1920	1878	1824	96	0.94998330	1820	1415	1374	446	0.75510381
19	1	0.0572	0.000109693	191777	10969	10969	180808	9555	4291	4287	2.01277184	5268	0.44866018	3763	3307	3210	11.46701869	553	0.85303792	1936	1883	1828	108	0.94408985	1827	1424	1382	445	0.75655378
19	1	0.0574	0.000108599	191820	11010	11010	180810	9578	4314	4310	2.01816724	5268	0.44998186	3779	3322	3220	11.89763278	559	0.85194903	1945	1888	1830	115	0.94074791	1834	1434	1390	444	0.75777574
19	1	0.0576	0.000107366	191870	11051	11051	180819	9601	4334	4330	2.02342294	5271	0.45098480	3793	3337	3233	12.00257979	560	0.85236673	1947	1898	1839	108	0.94445959	1846	1439	1394	452	0.75523520
19	1	0.0578	0.000106515	191914	11092	11092	180822	9628	4361	4357	2.02972575	5271	0.45252176	3810	3356	3253	11.87588678	557	0.85393024	1959	1905	1847	112	0.94272703	1851	1451	1407	444	0.75995243
19	1	0.058	0.000105683	191956	11133	11133	180823	9650	4382	4378	2.03480744	5272	0.45366413	3823	3367	3264	11.89525564	559	0.85377138	1964	1907	1849	115	0.94126516	1859	1460	1415	444	0.76133578
19	1	0.0582	0.000104903	191990	11173	11173	180817	9670	4404	4400	2.03953018	5270	0.45499893	3832	3382	3280	11.86194124	552	0.85591842	1968	1911	1853	115	0.94171582	1864	1471	1427	437	0.76533405
19	1	0.0584	0.000103568	192045	11215	11215	180830	9699	4422	4418	2.04583148	5281	0.45549169	3847	3393	3290	11.86567981	557	0.85534086	1969	1919	1861	108	0.94516320	1878	1474	1429	449	0.76116611
19	1	0.0586	0.000102454	192096	11256	11256	180840	9729	4444	4440	2.05247464	5289	0.45634564	3862	3408	3305	11.89493598	557	0.85583142	1969	1927	1869	100	0.94915449	1893	1481	1436	457	0.75876162
19	1	0.0588	0.000101134	192164	11299	11299	180865	9772	4468	4464	2.06171011	5308	0.45678968	3893	3428	3321	12.17333376	572	0.85302078	1989	1943	1882	107	0.94632698	1904	1485	1439	465	0.75554914
19	1	0.059	0.000100402	192201	11339	11339	180862	9796	4485	4481	2.06699597	5315	0.45740372	3910	3439	3327	12.49330522	583	0.85094653	2000	1945	1882	118	0.94088483	1910	1494	1445	465	0.75677031
19	1	0.0592	9.92986e-05	192245	11380	11380	180865	9815	4504	4500	2.07137665	5315	0.45845224	3925	3450	3339	12.43355661	586	0.85065901	2010	1946	1883	127	0.93696388	1915	1504	1456	459	0.76007269
19	1	0.0594	9.85574e-05	192283	11421	11421	180862	9836	4523	4519	2.07613851	5317	0.45940311	3938	3461	3345	12.78927272	593	0.84936251	2018	1950	1885	133	0.93385759	1920	1511	1460	460	0.76055467
19	1	0.0596	9.76832e-05	192324	11462	11462	180862	9854	4550	4546	2.08057368	5308	0.46130207	3950	3478	3364	12.68329752	586	0.85152461	2028	1957	1893	135	0.93322764	1922	1521	1471	451	0.76531557
19	1	0.0598	9.66469e-05	192367	11503	11503	180864	9876	4581	4577	2.08589098	5299	0.46341115	3964	3497	3385	12.52909102	579	0.85385664	2035	1972	1909	126	0.93791929	1929	1525	1476	453	0.76517468
19	1	0.06	9.56234e-05	192415	11544	11544	180871	9897	4603	4599	2.09070469	5298	0.46464872	3981	3513	3400	12.55337323	581	0.85415384	2045	1980	1917	128	0.93717782	1936	1533	1484	452	0.76645546
19	1	0.0602	9.47748e-05	192455	11585	11585	180870	9913	4626	4622	2.09454563	5291	0.46621733	3990	3529	3417	12.54715260	573	0.85635676	2048	1992	1929	119	0.94174939	1942	1537	1488	454	0.76630314
19	1	0.0604	9.42542e-05	192486	11626	11626	180860	9925	4655	4651	2.09773469	5274	0.46857421	3997	3542	3430	12.51628436	567	0.85826220	2049	1995	1932	117	0.94298876	1948	1547	1498	450	0.76914272
19	1	0.0606	9.33054e-05	192534	11665	11665	180869	9958	4679	4675	2.10493753	5283	0.46942848	4022	3557	3442	12.73431820	580	0.85575681	2067	2003	1938	129	0.93766787	1955	1554	1504	451	0.76915314
19	1	0.0608	9.24751e-05	192588	11709	11709	180879	9992	4707	4703	2.11243498	5289	0.47063022	4039	3578	3461	12.87392880	578	0.85688621	2069	2019	1953	116	0.94391415	1970	1559	1508	462	0.76548478
19	1	0.061	9.14388e-05	192633	11750	11750	180883	10017	4728	4724	2.11795009	5293	0.47154975	4058	3589	3469	13.08446762	589	0.85476144	2084	2019	1951	133	0.93631528	1974	1570	1517	457	0.76866306
19	1	0.0612	9.06575e-05	192670	11791	11791	180879	10033	4751	4746	2.12170029	5287	0.47308860	4066	3606	3491	12.75838424	575	0.85849521	2088	2027	1962	126	0.93972933	1978	1579	1528	450	0.77274351
19	1	0.0614	8.9813e-05	192705	11832	11832	180873	10050	4772	4767	2.12558783	5283	0.47437626	4072	3620	3508	12.56171456	564	0.86138342	2086	2034	1971	115	0.94478361	1986	1586	1537	449	0.77378382
19	1	0.0616	8.89351e-05	192749	11873	11873	180876	10069	4794	4789	2.12988544	5280	0.47566424	4086	3633	3519	12.65749060	567	0.86131265	2093	2041	1977	116	0.94464268	1993	1592	1542	451	0.77380147
19	1	0.0618	8.81487e-05	192786	11914	11914	180872	10095	4816	4811	2.13558369	5284	0.47661604	4104	3644	3527	12.85182008	577	0.85942276	2107	2046	1980	127	0.93988978	1997	1598	1547	450	0.77452340
19	1	0.062	8.75859e-05	192820	11954	11954	180866	10119	4836	4831	2.14083080	5288	0.47745987	4121	3657	3539	12.88433798	582	0.85883499	2122	2048	1982	140	0.93405395	1999	1609	1557	442	0.77898776
19	1	0.0622	8.68285e-05	192864	11996	11996	180868	10144	4859	4854	2.14633020	5290	0.47854820	4139	3667	3546	13.10242314	593	0.85672196	2134	2047	1979	155	0.92757245	2005	1620	1567	438	0.78131300
19	1	0.0624	8.60931e-05	192907	12037	12037	180870	10167	4882	4877	2.15141288	5290	0.47972569	4151	3685	3566	12.97014933	585	0.85907390	2138	2060	1993	145	0.93240649	2013	1625	1573	440	0.78118763
19	1	0.0626	8.50963e-05	192960	12079	12079	180881	10197	4906	4901	2.15792637	5296	0.48066520	4169	3700	3577	13.23138019	592	0.85809864	2147	2069	2000	147	0.93174234	2022	1631	1577	445	0.77990228
19	1	0.0628	8.41087e-05	193027	12122	12122	180905	10229	4930	4925	2.16484040	5304	0.48150485	4193	3714	3585	13.59957039	608	0.85511443	2162	2076	2004	158	0.92699812	2031	1638	1581	450	0.77859421
19	1	0.063	8.31999e-05	193087	12164	12164	180923	10257	4956	4951	2.17096063	5306	0.48272269	4208	3729	3598	13.71707819	610	0.85512321	2165	2085	2012	153	0.92930912	2043	1644	1586	457	0.77650720
19	1	0.0632	8.25429e-05	193121	12205	12205	180916	10276	4979	4974	2.17518111	5302	0.48406659	4221	3746	3615	13.76496671	606	0.85643767	2176	2093	2020	156	0.92822589	2045	1653	1595	450	0.78005079
